吖	口丫
𢯮	扌田⺝
𢹏	𦥑車一八手
𢺴	扌木木缶冖凵㐅丶丶丶丶匕彡
𢾄	𠆢一月刂攵
𣋉	日丿冂釆大
𣍛	更𦥑㇉一丨一八車
𣕃	木田冂一丶
𣝑	𦥑㇉一丨一八木
𣟰	𦥑車一八木
𣡉	又又又木丿冂釆大
𣢒	少欠
𣢦	立欠
𣣎	亠厶⺝欠
𣨝	歹方𠆢⺀
𣩺	𦥑冂{一}口歹匕
𤀝	氵龶糸⻏
𤗃	片甫
𤚎	牜𠆢一月刂
𤜹	犬欠
𤞞	犭谷
𤥽	𤣩方𠆢⺀
𤧙	𤣩𦥑人
𤳕	弓弓米田
𤸒	疒田冂一丶
𤹪	疒匚口口口
𥆉	目亻丿㇇又
𥎐	矛冂八口出
𥒾	石五口
𥔢	石𦥑人
𥘄	石木木缶冖凵㐅丶丶丶丶匕彡
𥙿	示谷
𥛩	示广𦥑人
𥝨	禾𠆢⺀
𥯮	竹𦥑人
𥷔	竹𦥑車一八
𥷞	竹{囗-一}糹糸一八
𥸤	竹𠆢一口口口冂卄頁
𥸪	米人
𥹔	米𠂇丶又
𥺞	米亠厶⺝
𦀡	糹五口
𦈣	缶一丂
𦈸	缶戈口{一}
𦋢	冂又𠆢一月刂
𦋯	罒瓜瓜
𦎘	羊戈口{一}
𦏜	𦥑㇉一丨一八羊
𦏻	习习一丂
𦒑	矛冂八口习习
𦡭	𦥑冖与肉
𦥉	宀𠫔土五口
𦦩	𦥑缶夕㔾
𦦫	𦥑𦥑一八一丂
𦦲	𦥑与𦥑一八
𦩞	舟𠆢一月刂
𦭳	艹习习
𦱀	艹亠厶⺝
𦱂	艹戈口{一}
𦱃	艹于皿
𦳅	艹广由丿乀
𧃠	艹卄二匸八龶⺝
𧈯	虫一一㇉
𧉣	虫玉
𧍪	虫田冂一丶
𧐄	虫谷欠
𧑐	虫矛冂八口
𧙶	宀于衣
𧞏	衤𦥑㇉一丨一八
𧫊	𢦑口{一}亠二口
𧰇	士口䒑𦥑人
𧱬	豕𠆢一月刂
𧶠	士四貝
𧼫	土龰田⺝
𧾚	土龰𦥑㇉一丨一八
𧿷	𧾷玉
𨄯	尸示寸足
𨊱	車于
𨖛	辶雨于
𨜖	田冂一丶⻏
𨝈	亻去廾⻏
𨞓	丿冂釆大⻏
𨨶	金𦈢卩
𨩬	金丿囗㐅大
𨪎	金𢦑口{一}
𨮔	金𦥑㇉一丨一八
𨰸	金亠二口戈十韭
𨵉	門土丷干
𨵦	門𠆢一月刂
𨶢	門魚
𨾌	于亻{隹右}
𩂧	雨氵一一㇉
𩃯	雨水灬
𩊇	革玉
𩋉	革戈口{一}
𩋤	革田⺝
𩎹	𫝀口㐄戈口{一}
𩏟	𫝀口㐄戈口{一}土
𩏴	木缶木冖𫝀口㐄
𩘤	風𤰔曰
𩘳	風艹曲曰
𩘻	風矛冂八口
𩚄	飠又
𩛪	飠戶𠂉乙
𩛭	飠亠厶⺝
𩝗	飠頁
𩟑	飠山山山介
𩟳	飠𠆢一朩田心
𩡃	禾日申
𩢶	馬由丿乀
𩤺	𦥑人馬
𩥭	馬魚
𩦡	𦥑㇉一丨一八馬
𩦢	馬虍口{𠃑大}
𩨗	冎⺼一一㇉
𩨙	冎⺼弓
𩩑	冎⺼五口
𩩘	方𠆢⺀冎⺼
𩰪	𦥑缶凵㐅丶丶丶丶匕彡
𩱌	弓弓鬲主
𩱱	弓弓鬲𠂉母亠厶𫶧
𩲾	𠂇月鬼
𩵎	魚又
𪁀	聿鳥
𪂉	戈口{一}鳥
𪂕	雨鳥
𪂵	戈口{一}鳥
𪃍	田冂一丶鳥
𪃎	𠆢一月刂鳥
𪇝	𠆢一朩鳥⺈用
𪊻	鹿皿八
𪋉	鹿雨
𪋬	鹿虍口{𠃑大}
𪋮	鹿𦥑㇉一丨一八
𪑆	{里}灬戊丶
𪑌	{里}灬谷
𪑝	{里}灬戈口{一}
𪓊	{里}灬木木缶冖凵㐅丶丶丶丶匕彡
㟶	山厂白小
㤪	一夕㔾心
㥐	𠆢一口卩心
㥳	忄厂白小
㭇	木允
㹉	牜厂白小
䅈	龹禾
䏍	厶⺝
䖠	虫凡
䛄	訁夕㔾
䛇	訁八口
䡝	車宀夕㔾
䨊	亻{隹右}亻{隹右}亻{隹右}𣶒
䩩	革宀夕㔾
䬇	丷兄風
䬧	飠元
䬼	飠口⺝
䲮	元鳥
䳒	戈十鳥
䳣	戈十{⺈}鳥
傆	亻厂白小
元	一兀
円	冂丨一
冤	冖兔
剈	口⺝刂
原	厂白小
厡	厂白水
厵	厂白小厂白小厂白小
员	口贝
員	口貝
噮	口⺫一口𧘇
囦	囗水
园	囗元
圆	囗口贝
圎	囗厶貝
園	囗土口𧘇
圓	囗口貝
垣	土{一}旦
塬	土厂白小
妴	夕㔾女
媛	女爫一𠂇又
媴	女土口𧘇
嫄	女厂白小
嬽	女⺫𠃎𠃊⺫大
寃	宀兔
怨	夕㔾心
愿	厂白小心
掾	扌彑𧰨
援	扌爫一𠂇又
棩	木𣶒
榞	木厂白小
榬	木土口𧘇
橼	木纟彑𧰨
櫞	木糹彑𧰨
沅	氵元
淵	氵𣶒
渁	氵水水
渆	氵丷开刂
渊	氵丿米丨
渕	氵丷天刂
湲	氵爫一𠂇又
源	氵厂白小
溒	氵土口𧘇
灁	氵門白水
爰	爫一𠂇又
猨	犭爫一𠂇又
猿	犭土口𧘇
瑗	𤣩爫一𠂇又
盶	目元
眢	夕㔾目
禐	礻爫一𠂇又
笎	竹元
緣	糹彑𧰨
縁	糹彐𧰨
缘	纟彑𧰨
羱	羊厂白小
肙	口⺝
苑	艹夕㔾
茒	艹夕⻏
葾	艹夕㔾心
蒬	艹冖兔
薗	艹囗土口𧘇
蜎	虫口⺝
蜵	虫𣶒
蝝	虫彑𧰨
蝯	虫爫一𠂇又
螈	虫厂白小
衏	彳一丁元
袁	土口𧘇
裫	衤𣶒
褑	衤爫一𠂇又
褤	衤土口𧘇
謜	訁厂白小
貟	厶貝
贠	厶贝
轅	車土口𧘇
辕	车土口𧘇
远	⻌元
逺	⻌土𠃋𧘇
遠	辶土口𧘇
邍	辶夂田彐⺢
邧	元⻏
酛	酉元
鈨	金元
鎱	金土口𧘇
院	⻖宀元
願	厂白小頁
駌	夕㔾馬
騵	馬厂白小
魭	魚元
鳶	弋鳥
鴛	夕㔾鳥
鵷	宀夕㔾鳥
鶢	爫一𠂇又鳥
鶰	口貝鳥
鸢	弋鸟
鸳	夕㔾鸟
鹓	宀夕㔾鸟
黿	元口电
鼋	元口电
鼘	士口䒑支𣶒
鼝	氵𣶒士口䒑支
𠒜	元白儿
𠝳	宀{一}旦刂
𠩠	厂貝
𡈒	囗歹匕心
𡈓	囗十{具-八}八
𡢊	女⺫日大
𡣬	女⺫厂⺫大
𡯱	八儿白匕
𡷡	山口⺝
𢂱	巾口⺝
𢆀	巾囗口貝𠆢王
𢍈	歹匕廾
𢏮	弓𣶒
𢐄	弓彑𧰨
𢕋	彳一丁宀元
𢗯	月心
𢱽	扌一夕㔾心
𢷻	扌糹彑𧰨
𣹠	氵冖兔
𤬌	彑𧰨瓜
𥭞	竹口⺝
𦍼	羊{一}旦
𦿂	艹弋鳥
𧉗	元虫
𧔞	厂白小虫虫
𧙮	衤丷一几刂
𧳭	豸爫一𠂇又
𧻚	土龰{一}旦
𨓯	辶𣶒
𨕗	辶飛
𨖳	辶氵𣶒
𨸘	⻖广
𨻣	⻖厂白小
𩉯	革元
𩌑	革冖兔
𩍻	鬲{一}旦革
𩐘	元立日
𩔃	爫一𠂇又頁
𩕾	⺫厂⺫大頁
𩘍	亠八兄風
𩝸	飠冖兔
𩰵	鬲{一}旦
𪄁	厂白小鳥
𪔅	口爿片目
𪔗	士口䒑支因
𪔙	士口䒑支羊
𪕀	臼{鼠下}元
㜧	女厂屰欠
㜰	女幺幺白木
㬦	日艹亻{隹右}又
㰛	木艹幺幺白木
㹊	牜冖亻{隹右}
䋐	糹戈𠄌
䖃	艹𠂇口艹𠂇口艹𠂇口
䟠	𧾷戈𠄌
䠯	𧾷𠆢一口口口冂卄
䡇	車元
䢁	车月
䢲	辶目目亻{隹右}又
䤦	金亻戈
䥃	金冖亻{隹右}
䶳	𠆢一口口口冂卄亠几
刖	月刂
嬳	女艹亻{隹右}又
岄	山月
岳	丘山
嶽	山犭亠二口犬
恱	忄八允
悅	忄八兄
悦	忄丷兄
戉	戈𠄌
抈	扌月
捳	扌丘山
曰	囗一
曱	日丨
月	⺆二
樾	木土龰戈𠄌
瀹	氵𠆢一口口口冂卄
爚	火𠆢一口口口冂卄
玥	𤣩月
矱	矢艹亻{隹右}又
礿	礻勺
禴	礻𠆢一口口口冂卄
篗	竹亻{隹右}又
籆	竹艹亻{隹右}又
籥	竹𠆢一口口口冂卄
籰	竹目目亻{隹右}又
粤	丿囗米丂
粵	丿囗釆丂
蘥	艹𠆢一口口口冂卄
蚎	虫日
蚏	虫月
越	土龰戈𠄌
跀	𧾷月
跃	𧾷夭
躍	𧾷习习亻{隹右}
軏	車兀
鈅	金月
鉞	金戈𠄌
钺	钅戈𠄌
閱	門八兄
閲	門丷兄
阅	门丷兄
鸑	犭亠二口犬鳥
鸙	𠆢一口口口冂卄鳥
黦	{里}灬宀夕㔾
龠	𠆢一口口口冂卄
𠏃	亻虫我
𠔠	分了口又{一}
𠨲	屮厂
𠪶	厂歹匕一口䒑
𠯲	口月
𠾲	口土龰戈𠄌
𠿋	口丿囗釆丂
𡆦	囗八
𡆽	囗八丂
𡛟	女戈𠄌
𡡕	厂屰欠女
𢁞	巾㇉丿
𢦰	戈一止
𢯵	扌目夬
𢾔	目⺊又夬
𣌗	日目目亻{隹右}又
𣎱	月日日丶爿一矢
𣐋	木戈𠄌
𣤰	幺幺白木欠
𣦏	弋一止丗
𣨡	歹丘山
𣻮	白水山山
𤑓	火火亠囗口𠂉乙
𤓝	火⺿𠆢一口口口冂卄
𥆟	目八兄
𥩡	立戈𠄌
𥸘	竹氵目目亻{隹右}又
𦋩	冂人糹勺
𦚢	⺼日匕
𦣜	⺼目目爿疒矢
𦤕	自犬夬
𧀲	艹門八兄
𧅚	艹目目亻{隹右}又
𧇓	虍几八兄
𧕋	虫𠆢一口口口冂卄
𧨄	訁艹一丂
𧹊	貝𠆢一口口口冂卄
𨁑	𧾷八兄
𨈋	𧾷竹𠆢一口口口冂卄
𨊸	車月
𨒋	辶戈𠄌
𨙄	辶𠆢一口口口冂卄
𨳕	門子
𨷲	門𠆢一口口口冂卄
𨿁	爫一㇉亻{隹右}
𩁯	目目亻{隹右}亻{隹右}
𩎙	𫝀口㐄戈𠄌
𩓥	丘山頁
𩚈	飠勺
𩜌	飠宀夕㔾
𩱪	弓弓鬲且一内
𩱲	弓弓鬲习习亻{隹右}
𩿠	鳥戈𠄌
𪁑	八兄鳥
𪒥	{里}灬土龰戈𠄌
𪘳	止凵人人一人人尸出
㚃	士冖丷一凶
㚺	女乃子
㛣	女口贝
㜏	女口貝
㞌	尸子
㟦	山冖車
㾓	疒口⺝
䆬	宀八口貝
䇖	竹㇉丿
䉙	竹雨云
䚋	口貝見
䞫	土龰尹口
䢵	云⻏
䤞	金尤
䦾	丿㠯允
䨶	雨厶爿片目
䩵	革冖車
䪳	尹頁
䲰	云鳥
䵴	{里}灬口电
云	一𠫔
伝	亻云
傊	亻口貝
允	厶儿
勻	{匀}
匀	勹冫
喗	口冖車
囩	囗云
夽	大云
奫	大氵𣶒
妘	女云
孕	乃子
恽	忄冖车
惲	忄冖車
愠	忄日皿
愪	忄口貝
慍	忄囗人皿
抎	扌云
抣	扌匀
昀	日匀
晕	日冖车
暈	日冖車
枟	木云
橒	木雨云
殒	歹口贝
殞	歹口貝
氲	气日皿
氳	气囗人皿
沄	氵云
涢	氵口贝
溳	氵口貝
澐	氵雨云
煴	火日皿
熅	火囗人皿
熉	火口貝
狁	犭允
畇	田匀
磒	石口貝
秐	禾云
筼	竹口贝
篔	竹口貝
紜	糹云
縜	糹口貝
纭	纟云
耘	耒云
腪	⺼冖車
芸	艹云
荺	艹土匀
蒀	艹日皿
蒕	艹囗人皿
蒷	艹口貝
蕓	艹雨云
蕴	艹纟日皿
薀	艹氵囗人皿
藴	艹糹日皿
蘊	艹糹囗人皿
蝹	虫日皿
褞	衤日皿
賱	貝冖車
贇	文弋一止貝
赟	文弋一止贝
运	辶云
運	辶冖車
郓	冖车⻏
郧	口贝⻏
鄆	冖車⻏
鄖	口貝⻏
酝	酉云
醖	酉日皿
醞	酉囗人皿
鈗	金允
鋆	土匀金
阭	⻖允
陨	⻖口贝
隕	⻖口貝
雲	雨云
霣	雨口貝
韗	𫝀口㐄冖車
韞	𫝀口㐄日皿
韵	立日匀
韻	立日口貝
餫	飠冖車
馻	馬允
齫	止凵人人一人人囗木
齳	止凵人人一人人冖車
𠈤	亻小女
𠚓	凵又士口
𠣐	勹亠丿
𠱳	口弓弓
𡅙	口立日口貝
𡖒	夕夕{匀}
𡲪	尸毛乃子
𡽅	山辶冖車
𣂊	尸示寸斗
𣖆	木勹日子
𤸫	疒口貝
𥐩	石{匀}
𥠺	禾囗人皿
𦅿	糹日冖車
𧉃	虫允
𧡡	冖車見
𧥼	訁云
𧬞	訁雨云
𧶊	口貝云
𨍆	車日曰
𨛡	口⺝⻏
𨷐	門火囗人皿
𩁴	亻{隹右}亻{隹右}亻{隹右}勹米
𩂿	雨尹口
𩏅	𫝀口㐄爫一𠂇又
𩏆	𫝀口㐄宀{一}旦
𩴉	鬼口貝
𪍝	來{夊}囗人皿
𪏔	廿一由八頁
𪏚	廿一由八口貝
䕹	艹亠人人木亻{隹右}
䞙	土龰一巾
䪞	天韭
偺	亻夂卜日
匝	匚巾
咂	口匚巾
咋	口乍
咱	口自
喒	口夂卜日
帀	一巾
扎	扌乚
拶	扌巛夕
杂	九木
桚	木巛夕
沞	氵一巾
沯	水石
砸	石匚巾
紥	扌乚糸
紮	木乚糸
臜	⺼⺧儿⺧儿贝
臢	⺼⺧儿⺧儿貝
襍	衤亻{隹右}木
迊	辶一巾
鉔	金匚巾
雑	九木亻{隹右}
雜	亠人人木亻{隹右}
雥	亻{隹右}亻{隹右}亻{隹右}
韴	立日一巾
魳	魚一巾
𠯗	口一巾
𠷿	口乍心
𠽷	口止匕貝
𡁕	口习习立女
𢹼	扌亠人人木亻{隹右}
𢽜	尸水⺊又
𣤶	土儿口电欠
𣤷	士㠯㠯木欠
𣤺	士⺫目目欠
𣴖	氵巛夕
𣸐	水石水
𤄔	氵小亻{隹右}戈山
𤠀	犭凵了口又
𥷩	竹亠人人木亻{隹右}
𦠛	⺼夫夫曰
𦾬	艹扌习习白
𧄽	艹⺧儿⺧儿貝
𧌃	虫立女
𧬩	訁天韭
𧾁	土龰天非
𨠿	酉大人人
𩇺	天口非
𩞶	飠艹⻖厶夫
𩯳	E𠫔彡夫夫貝
𪚇	止凵人人一人人⺧儿⺧儿貝
㞨	山子
㱰	歹宀辛
㴓	氵田心
䏁	耳宀辛
䣬	酉戈
䮨	馬宀辛
䵧	戈十{里}灬
仔	亻子
傤	亻戈十车
儎	亻戈十車
再	一冉
哉	戈十口
在	𠂇丨土
宰	宀辛
崽	山田心
扗	扌土
栽	戈十木
洅	氵一冉
渽	氵戈十口
溨	氵戈十木
災	巛火
灾	宀火
烖	戈十火
甾	巛田
睵	目戈十口
縡	糹宀辛
菑	艹巛田
賳	貝戈十口
載	戈十車
载	戈十车
酨	戈十酉
𠎶	未成𠆢
𡿧	巛一
𢎋	木口弋
𢦏	戈十
𢦒	戈𰀁
𣅃	日卜
𣔮	木戈十丂
𣪮	宀辛殳
𤌊	宀辛灬
𤝖	犭只
𤞳	犭氏口
𦞁	⺼戈十口
𦳦	艹戈十口
𧯥	戈十一口䒑
𨀬	𧾷𠂇丨土
𨚵	戈十口巴
𩛥	才飠⺄𰀁
㔆	兂兂曰刂
㜺	女⺧儿⺧儿貝
㟛	山扌甘
㣅	弓兂兂曰
㤰	亻乍心
儧	亻夫夫貝
儹	亻⺧儿⺧儿貝
兂	一一儿
噆	口兂兂曰
寁	宀十⺕龰
揝	扌夂卜日
攅	扌夫夫貝
昝	夂卜日
暂	车斤日
暫	車斤日
橵	木卄一⺼攵
瓉	𤣩夫夫貝
瓒	𤣩⺧儿⺧儿贝
瓚	𤣩⺧儿⺧儿貝
禶	礻⺧儿⺧儿貝
簪	竹兂兂曰
簮	竹夫夫曰
糌	米夂卜日
襸	衤⺧儿⺧儿貝
讃	訁夫夫貝
讚	訁⺧儿⺧儿貝
賛	夫夫貝
贊	⺧儿⺧儿貝
赞	⺧儿⺧儿贝
趱	土龰⺧儿⺧儿贝
趲	土龰⺧儿⺧儿貝
蹔	車斤足
鄼	夫夫貝⻏
錾	车斤金
鏨	車斤金
鐕	金兂兂曰
鐟	金夫夫曰
饡	飠⺧儿⺧儿貝
鵤	⺈用鳥
𠼗	口車斤
𢄤	車斤巾
𣸄	氵夂卜日
𥎑	矛兂兂曰
𥜙	氵車斤示
𥳋	竹厶厶厶𠆢⺗
𥸢	竹兂兂曰虫虫
𨖋	辶宀十⺕龰
𨘄	辶宀艹𫜹火
𨙏	辶屮屮立日十
𩛻	尸氺𠆢丶艮
㘸	歹匕土
塟	艹歹匕土
奘	爿士大
弉	爿士廾
牂	爿羊
羘	⺼羊
脏	⺼广土
臓	⺼艹戊臣
臟	⺼艹𠃊一丿戊臣
葬	艹歹匕廾
蔵	艹戊臣
賍	貝广土
賘	貝广土丶
贓	貝𠃊一丿戊臣
贜	貝艹𠃊一丿戊臣
赃	贝广土
銺	爿士金
駔	馬且
驵	马且
髒	冎⺼艹歹匕廾
𡁧	口𠃊一丿戊臣
𡅆	口艹𠃊一丿戊臣
𢈜	广爿士
𢍿	爿弋
𣻟	氵戊臣
𤃼	氵戊臣肉
𤛻	牜艹戊臣
𤞛	爿士犬
𦟃	⺼爿羊
𧕨	虫艹𠃊一丿戊臣
𨌄	爿士車
𪓅	{里}灬艹𠃊一丿戊臣
㲧	毛叉虫
㷮	火艹曲曰
䒃	舟辶⺧口
䖣	虫爪
䗢	虫辶⺧口
䜊	訁艹曲曰
䥣	臼土殳金
䲃	魚巛果
凿	业凵丷干
唕	口白十
唣	口白七
噪	口口口口木
慥	忄辶⺧口
早	日十
枣	朿⺀
栆	𰀉八⺀
梍	木白七
棗	朿朿
澡	氵口口口木
灶	火土
煰	火口口口
燥	火口口口木
璪	𤣩口口口木
皁	白十
皂	白七
竃	宀八土甲电
竈	宀八土口电
簉	竹辶⺧口
糟	米艹曲曰
艁	舟⺧口
薻	艹氵巛果
藻	艹氵口口口木
蚤	叉虫
譟	訁口口口木
趮	土龰口口口木
蹧	𧾷艹曲曰
躁	𧾷口口口木
造	辶⺧口
遭	辶艹曲曰
醩	酉艹曲曰
鑿	业臼丷干殳金
𠙬	⺇幺幺丿虫
𠴵	口彐冖巾
𡐋	土艹曲曰
𡨗	宀白七
𢄀	{一}冖巾{一}冖巾
𢑖	⺕甲
𢲵	扌艹曲曰
𢵥	禾⺌⺝手
𣍖	艹曲曰東
𣩒	歹艹曲曰
𣴢	氵白十
𤍜	火厶厶厶𠆢彡
𤞋	犭日十
𤟀	白七犬
𤩨	𤣩厶厶厶𠆢⺗
𥀛	皮艹曲曰
𥖨	石口口口木
𦯑	艹白十
𧈹	大虫
𧎮	㕚虫虫
𨎮	車艹耳又
𨚰	日十⻏
𨠷	艹曲酉
𪙡	止凵人人一人人艹曲曰
㖽	口頁
㣱	彳龶貝
㳁	氵厂人
㳻	氵卄一日
䇥	竹正
䕉	艹⺫土丷干
䕪	艹氵⺫土丷干
䰹	魚戈
䶦	止凵人人一人人龶貝
仄	厂人
则	贝刂
則	貝刂
啧	口龶贝
嘖	口龶貝
嫧	女龶貝
崱	山貝刂
帻	巾龶贝
幘	巾龶貝
庂	广人
択	扌尺
择	扌又𰀁
捑	扌日{𠃑大}
擇	扌⺫土丷干
昃	日厂人
昗	日六
樍	木龶貝
歵	止龶貝
汄	氵人
沢	氵尺
泎	氵乍
溭	氵田八夂
皟	白龶貝
瞔	目龶貝
矠	矛卄一日
礋	石⺫土丷干
笮	竹乍
箦	竹龶贝
簀	竹龶貝
耫	耒龶貝
舴	舟乍
蔶	艹龶貝
蠌	虫⺫土丷干
襗	衤⺫土丷干
謮	訁龶貝
責	龶貝
賾	𦣞龶貝
责	龶贝
赜	𦣞龶贝
迮	辶乍
飵	飠乍
鸅	⺫土丷干鳥
齚	止凵人人一人人乍
齰	止凵人人一人人卄一日
𠨻	厂殳
𡵗	山{𠃑大}
𡸈	山日䒑
𡸦	山日{𠃑大}
𡹨	山日冖又
𢧠	戈丨日⺝
𢮚	扌日天
𢯩	扌貝刂
𣆽	日一牜丁
𣛸	木貝戈十
𣤈	龶貝欠
𣬿	毛乍
𣼦	氵日{癶}𰀁
𣿐	氵貝戈十
𤖓	爿龶貝
𤢟	犭⺫土丷干
𥍱	矛⺧口
𥎍	矛龶貝
𥟔	禾日{𠃑大}
𥼃	米龶貝
𦔈	耒日矢
𦟜	⺼龶貝
𧶷	正龶貝
𨕠	辶宀八乍
𩂖	雨乍
𩄾	雨龶貝
𩌪	革龶貝
𩔳	龶貝頁
𪌟	來{夊}乍
戝	貝戈
蠈	貝戈十虫
賊	貝戈十
贼	贝戈十
鰂	魚貝刂
鱡	魚貝戈十
鲗	鱼贝刂
𢨗	大馬戈
𦽒	艹貝戈十
𧒿	虫貝戈十
𨆎	𧾷貝戈十
怎	乍心
譖	訁兂兂曰
谮	讠兂兂曰
㽪	田丷囗⺌日
䙢	衤丷囗⺌日
䰝	鬲丷囗⺌日
囎	口貝丷囗⺌日
増	土丷田日
增	土丷囗⺌日
憎	忄丷囗⺌日
熷	火丷囗⺌日
璔	𤣩丷囗⺌日
甑	丷囗⺌日瓦
矰	矢丷囗⺌日
磳	石丷囗⺌日
綜	糹宀示
繒	糹丷囗⺌日
综	纟宀示
缯	纟丷囗⺌日
罾	罒丷囗⺌日
譄	訁丷囗⺌日
贈	貝丷囗⺌日
赠	贝丷囗⺌日
鄫	丷囗⺌日⻏
鋥	金口王
锃	钅口王
鬵	兂兂鬲
鱛	魚丷囗⺌日
𡡑	女丷囗⺌日
𡾽	山糹丷囗⺌日
𤎯	丷囗⺌日火
𦼏	艹丷囗⺌日
𧢐	丷囗⺌日見
𨲯	E𠫔丷囗⺌日
𪒟	{里}灬丷囗⺌日
𪙭	止凵人人一人人丷囗⺌日
㒀	亻亠丷冂古
㗬	⺌冂口夕夕
㡸	广乍
㪥	虍且⺊又
㱜	歹龰
㴙	氵千臼
㷢	⺶工火
䃎	石大夕夕
䋾	糹大夕夕
䕢	艹石⺶工
䖳	虫宀丿七
䛽	訁千臼
䞢	土龰乍
䥷	金竹目廾刂
䵙	禾人氺大夕夕
乍	𠂉丨二
偧	亻大夕夕
劄	竹𠆢一口刂
厏	厂乍
吒	口丿七
咤	口宀丿七
哳	口扌斤
宱	宀亻乍
怍	忄乍
抯	扌且
拃	扌乍
挓	扌宀丿七
揸	扌木旦
搾	扌宀八乍
摣	扌虍且
札	木乚
柞	木乍
柤	木且
榨	木宀八乍
樝	木虍且
渣	氵木旦
溠	氵⺶工
炸	火乍
牐	片千臼
痄	疒乍
皶	木旦皮
眨	目乏
砟	石乍
箚	竹𠆢一口刂
苲	艹乍
蚱	虫乍
蚻	木乚虫
觰	⺈用耂日
詐	訁乍
譇	訁大耂日
譗	訁竹𠆢一口
诈	讠乍
醡	酉宀八乍
鍘	金貝刂
铡	钅贝刂
閘	門甲
闸	门甲
霅	雨亠二口
鮓	魚乍
鮺	⺶魚
鲊	鱼乍
鲝	⺶鱼
齄	自田丌木旦
齇	自田丌虍且
𠍹	亻竹𠆢一口
𠓣	入心
𠝚	卄一木刂
𠝝	世木刂
𠢙	竹厶口力
𠢡	竹𠆢一口力
𠭯	虍且又
𠯩	口扌乚
𠰏	口乏
𠽣	口尸千臼
𡟢	女凵千人人
𢄄	屮一巾且
𢕮	彳亠丷冖巾口
𢧖	丁𦣻戈
𢧻	丁𦣻冖戈
𣛽	木禾亞
𣟦	艹一艹𰀁亠厶木
𣧖	歹小乀
𣹧	氵宀八乍
𣽛	氵竹𠆢一口
𤁳	氵雨亠二口
𤈩	⺷丿火
𤡨	犭糹糸
𤰦	田丿七
𤵦	疒木乚
𤹡	疒虍且
𥀈	千臼皮
𥀉	凵千人人皮
𥡧	禾虍且
𥹁	米乍
𦂉	糹千臼
𦑯	习习十⺕龰
𦟰	⺼虍且
𦳏	艹木且
𧄠	艹世木世木
𧉫	虫囗又
𧧻	訁亻乍
𧨊	訁厂乍
𧨿	訁工白
𧬅	訁尸耂日
𧶇	貝扌斤
𧼰	土龰千臼
𧼶	土龰凵千人人
𧽅	土龰世木
𧿌	𧾷丿七
𨂵	𧾷千臼
𨋘	車乍
𨡗	酉宀八弓
𩃡	雨𦥔
𩃹	雨千臼
𩥠	馬艹𠆢一口
𩩥	冎⺼廿木
𩬟	E𠫔彡乍
𩮎	E𠫔彡木旦
𩳶	世木鬼
𩶱	魚宀丿七
𩻢	亻人人人人厂魚
𩼫	𦍌魚卄一日
𩿤	木乚鳥
𪗭	女又止凵人人一人人
𪗵	止凵人人一人人女又
㩟	扌宀𠀎八木
䔝	艹止匕糸
债	亻龶贝
債	亻龶貝
厇	厂丿七
夈	夂米
宅	宀丿七
寨	宀𠀎八木
抧	扌只
捚	扌里
摘	扌亠丷冂古
斋	文而
斎	齐示
榸	木土里
瘵	疒𱼀龴示
砦	止匕石
窄	宀八乍
粂	久米
鉙	金只
齋	亠刀丫丿𠄌乀{月-一}小
𠏰	亻广コ〢㇉一灬
𠑞	亻⻍𦥑人艮
𠞶	亠丷冂古刂
𠵠	口一不口
𠷒	口爪目
𡅓	口亠癶丫果
𡍥	土止匕木
𢋿	广亠刀丫丿𠄌乀{月-一}小
𢯌	扌分手
𣩭	谷欠歹匕
𤞮	宀八㐅犬
𤢒	犭广コ〢㇉一灬
𤻦	疒自心戈
𥍪	矛豸
𥞅	禾止匕
𥰾	竹宀八乍
𦤧	自犬木示
𧲻	豸只
𧻍	土龰只
𨅪	牙牙足牙
𨝋	𱼀龴示⻏
𩏪	𫝀口㐄⺫土丷干
𩝿	飠亠丷冂古
𩬫	E𠫔彡只
𩱳	弓弓鬲亠刀丫丿𠄌乀{月-一}
𪀥	宀丿七鳥
𪑽	{里}灬止匕木
𪗒	亠刀丫丿𠄌乀{月-一}小匕目𠃊夂
𪗓	亠刀丫丿𠄌乀{月-一}小十{具-八}八夂
𪘇	止凵人人一人人𠂆一口
𪘨	止凵人人一人人來
𪚎	亠刀丫丿𠄌乀止凵人人一人人止凵人人一人人
㞡	尸工工工工𧘇
㟞	山戈戈
㠭	工工工工
㣶	彳亠囗口旦
㺘	犭亻{隹右}灬
㻵	𤣩尸子子子
䁴	目亠囗口旦
䋎	糹旦
䎒	习习戈戈
䗃	虫戈戈
䘺	衤宀一龰
䟋	土龰⺈厂八亠二口
䡀	身亠囗口旦
䩅	面皮
䪌	革⺈口匕匕兔
䱠	魚戈戈
䱼	魚尸卄一{𧘇-丿}
偡	亻卄二匸八
占	⺊囗
嫸	女羊丷一口
展	尸卄一{𧘇-丿}
岾	山占
嶘	山木戈戈
惉	氵占心
战	占戈
戦	𭕄田十戈
戰	口口田十戈
搌	扌尸卄一{𧘇-丿}
斩	车斤
斬	車斤
旃	方𠂉丹
旜	方𠂉亠囗口旦
枬	木丹
栈	木戋
栴	木𠂉丹
桟	木戋
棧	木戈戈
毡	毛占
氈	亠囗口旦毛
氊	毛亠囗口旦
沾	氵占
湛	氵卄二匸八
琖	𤣩戈戈
盏	戋皿
盞	戈戈皿
