a	a art.一;字母A
rashness	rashness n.轻率;不瞻前顾后
rasp	rasp n.粗锉刀;擦菜板;刺耳声 vt.用粗锉刀锉;用擦菜板擦碎;粗声粗气地说 vi.粗锉;锉磨;发刺耳声
raspberry	raspberry n.悬钩子;舌头放在唇间发出的声音
rasping	rasping a.锉磨声的;令人焦躁的
raspy	raspy a.刺耳的;粗糙的;易怒的
raster	raster n.光栅
rat	rat n.鼠;讨厌的人;破坏者;变节者 vi.捕鼠;变节 vt.弄蓬松
rateability	rateability n.可估价之事;可课税
ratability	ratability n.可估价之事;可课税
rateable	rateable a.可估价的;可评价的;比例的
ratable	ratable a.可估价的;可评价的;比例的
ratal	ratal n.纳税额
rataplan	rataplan n.敲鼓声 vt.vi.(使)发咚咚声
rate	rate n.比率;率;速度;价格;费用;等级 vt.估价;认为;鉴定等级;责骂 vi.被评价;责骂
rated	rated a.定价的
ratepayer	ratepayer n.地方税纳税人
rater	rater n.定价人
ratfink	ratfink n.卑鄙的人
rather	rather ad.宁可;稍微;相当
ratherish	ratherish ad.稍微;约略
rathskeller	rathskeller n.啤酒间;酒吧间;餐厅
raticide	raticide n.杀鼠药;减鼠药
ratification	ratification n.批准;承认;认可
ratifier	ratifier n.批准者
ratify	ratify vt.批准;认可
rating	rating n.等级;额定值;责骂
ratings	ratings n.分级
ratio	ratio n.比;比率
ratiocinate	ratiocinate vi.推理;推论;采用三段论法
ratiocination	ratiocination n.推理;推论
ratiocinative	ratiocinative a.推理的;推论的;好理论的
ration	ration n.定额;定量;配给 vt.配给;定量供应
rational	rational a.理性的;合理的;推理的 n.有理数
rationale	rationale n.基本原理
rationalism	rationalism n.合理主义;理性论;纯理论
rationalist	rationalist n.理性论者;纯理论者;理性主义者
rationalistic	rationalistic a.纯理的;理性主义的;理性论者
rationality	rationality n.合理性;纯理性;辨别道理
rationalise	rationalise vt.使合理;合理地处理;使成有理数 vi.合理地思考
rationalize	rationalize vt.使合理;合理地处理;使成有理数 vi.合理地思考
rationing	rationing n.定量配给
ratite	ratite a.平胸类的 n.平胸类
ratoon	ratoon n.从截根部再长出的新牙或嫩枝 vi.长出截根苗
ratsbane	ratsbane n.杀鼠药
rattail	rattail n.没毛的马尾巴
rattan	rattan n.藤;藤茎;藤杖
ratter	ratter n.捕鼠者;叛变者
rattle	rattle vt.使嘎嘎响;喋喋不休地说;急促地谈 vi.格格响;喋喋不休 n.格格声;拨浪鼓;喋喋不休的话
rattlebrain	rattlebrain n.头脑空虚的人;愚蠢多嘴的人
rattle-brained	rattle-brained a.头脑空虚的;愚蠢多嘴的
rattlebrained	rattlebrained a.头脑空虚的;愚蠢多嘴的
rattlepated	rattlepated a.头脑空虚的;愚蠢多嘴的
rattlesnake	rattlesnake n.响尾蛇
rattletrap	rattletrap n.破马车;老爷汽车;破旧不堪的东西 a.破旧的
rattling	rattling a.卡答卡答的;活泼的;很好的 ad.极佳;很;非常
rattly	rattly a.格格响的;吵闹的
rattrap	rattrap n.捕鼠机;绝境
ratty	ratty a.象老鼠的;鼠臭的;破烂的;易怒的
raucous	raucous a.沙哑的;粗声的;刺耳的
raunchy	raunchy a.不整洁的;不修边幅的;肮脏的;淫秽的
ravage	ravage n.破坏;蹂躏 vt.vi.毁坏;破坏;掠夺
rave	rave n.狂吼;狂暴 vt.vi.愤怒地说;叫嚷;咆哮
ravel	ravel vt.使纠缠;使混乱;拆开;弄清 vi.散开;解除 n.纠缠的一团;散开部分
ravel out	ravel out v.解除;解决
ravelin	ravelin n.三角堡
raven	raven n.大乌鸦;掠夺 a.乌黑的 vt.vi.掠夺;狼吞虎咽
ravenous	ravenous a.贪婪的;饿极的;渴望的;狼吞虎咽的
ravin	ravin n.掠夺;猎食;掠夺物
ravine	ravine n.峡谷;山峡;溪谷
raving	raving a.胡说的;疯狂的;狂暴的 n.胡说;怒吼
ravish	ravish vt.强夺;从人间夺走;使出神;强奸
ravishing	ravishing a.引人入胜的
raw	raw n.生肉;擦伤处;身上的痛处 a.生的;未加工的;生疏的;不成熟的;阴冷的;刺痛的;擦掉皮 的 vt.擦伤
rawboned	rawboned a.瘦削的;骨瘦如柴的
rawhead	rawhead n.妖怪
rawhide	rawhide n.生皮;生皮鞭 vt.用生皮鞭抽打 a.生牛皮的
rawish	rawish a.夹生的;有些不成熟的
rawness	rawness n.生;半生不熟;无经验
ray	ray n.光线;放射线;闪烁;光辉;微量 vi.射出光线;浮现;放射光线 vt.放射;显出
raydist	raydist n.射线距
rayon	rayon n.人造丝
raysistor	raysistor n.光控变阻器
raze	raze vt.毁灭;刮去;把...夷为平地;消除;抹去;破坏
raze to the ground	raze to the ground v.夷为平地
razor	razor n.剃刀 vt.剃
razorback	razorback n.狭尖的背脊;剃刀鲸;剃刀的锋口;鲜明的分界线;紧急关 头
razorbill	razorbill n.海雀类;一种尖嘴鸟
razz	razz n.砸舌声 vt.非难;冷笑;嘲弄
razzmatazz	razzmatazz n.活泼;兴奋;反话;华丽堂皇
rd	rd n.DOS命令:删除空的子目录
re	re prep.再;重新
re-sort	re-sort vt.使再分开
re-try	re-try vt.再试;再审
reach	reach n.伸出;延伸;区域;范围;河段;岬 vt.到达;达到;伸出;延伸;影响 vi.达到;延伸;伸出手;传开
reach-me-down	reach-me-down a.现成的;用旧的;千篇一律的 n.现成的衣服;旧东西
reacquire	reacquire v.再次搜取
react	react vi.起反应;起作用;反抗;反攻
reactance	reactance n.电抗;诱导抵抗;感应抵抗
reactant	reactant n.反应物
reaction	reaction n.反应;反作用;反馈;反动;影响
reactionaries	reactionaries n.反动派
reactionary	reactionary n.反动者;反动主义者 a.反动的;反动主义的;反对改革的
reactivate	reactivate vt.vi.(使)恢复活动
reactivation	reactivation n.复活
reactive	reactive a.反动的;反应性的;反冲的
reactor	reactor n.反应者;反应器;反应堆;电抗器
read	read vt.vi.读;阅读;朗读;理解;看懂;学习 vbl.read的过去式和过去分词 a.有学问的 n.读取
readability	readability n.易读;读得津津有味;可读性
readable	readable a.值得一读的;易读的;读起来津津有味的
readdress	readdress vt.使重新着手;改写受信人姓名地址
reader	reader n.读者;读物;文选;审稿人;讲师
readership	readership n.读者;读者人数;读者阶层
readily	readily ad.不迟疑地;迅速地;轻易地
readiness	readiness n.预备;准备;敏捷
reading	reading n.阅读;知识;读物 a.阅读的
reading lamp	reading lamp n.台灯
reading room	reading room n.阅览室
readjust	readjust vt.重新调整;再调整
readymade	readymade adj.现成的
readmade	readmade adj.现成的
readme files	readme files n.自述文件
readmit	readmit vt.重新接纳
read-only	read-only a.只读的
readonly	readonly a.只读的
readout	readout n.宣读;宣告开除;资料解析
ready	ready n.预备好的状态;现款 a.准备好的;备用的;可以使用的 ad.预先;准备;迅速 vt.使准备好
reaffirm	reaffirm vt.重申;再肯定
reaffirmation	reaffirmation n.再断言;再肯定
Reagan-administration	Reagan-administration n.里根政府
reagent	reagent n.试药;试剂;反应物
real	real a.真的;真实的;实际的;实在的;不动(产)的;实数的 n.实数;现实 ad.真正地
realgar	realgar n.雄黄
realia	realia n.教具;实际存在
realism	realism n.写实主义;现实;实在论
realist	realist n.现实主义者;写实主义者;实在论者
realistic	realistic a.现实的;逼真的;现实主义的;实在论的
realistically	realistically ad.写实地;逼真地;现实地
reality	reality n.真实;事实;本体;逼真;实在
realizable	realizable a.可实现的;可实行的;可感觉的
realization	realization n.实现;领悟;实得
realise	realise vt.了解;实现;使显得逼真;把...变为现金 vi.变卖为现金
realize	realize vt.了解;实现;使显得逼真;把...变为现金 vi.变卖为现金
reallocate	reallocate v.重新分配
really	really ad.实际上;真实地;实在
realm	realm n.王国;领土;领域
realskin	realskin n.真皮
realtor	realtor n.房地产经纪人
realty	realty n.不动产;房地产
ream	ream n.令;大量的纸 vt.扩展;铰大;榨取
reamer	reamer n.钻孔器;铰孔锥;橘子榨汁器
reanimate	reanimate vt.使复活;鼓舞;鼓励
reanimation	reanimation n.复活;鼓舞;鼓励
reap	reap vt.收割;收获;获得 vi.收割;得到报应
reap where one has not sown	reap where one has not sown v.不劳而获
reaper	reaper n.收割者;收割机
reappear	reappear vi.再出现
reappearance	reappearance n.再现;再发
reappoint	reappoint vt.再任命;使复职;重新约定
reapportion	reapportion vt.重新分配
reappraisal	reappraisal n.重新估计;重新评价
reappraise	reappraise vt.重新评估;重新评价
rear	rear n.后面;背后;后方 a.后面的;背面的;后方的 vt.养育;培养;饲养;举起;树立;栽种 vi.高耸;暴跳
rear-most	rear-most a.最后面的
rear-guard	rear-guard n.後卫
rearguard	rearguard n.後卫
rearm	rearm vt.vi.重整军备;重新武装
rearmament	rearmament n.重整军备;改良装备
rearmost	rearmost a.最后的
rearrange	rearrange vt.再排列;重新整理
rear-view	rear-view adj.後视的
rearview	rearview adj.後视的
rearward	rearward ad.在背后;向后方 n.后方;后部;背后 a.向后方的;在末尾的
rearwards	rearwards ad.在后面;向后面
reason	reason n.理由;原因;理智;道理;前提;理性 vt.说服;推论;辩论 vi.推论;劝说;思考
reason with	reason with v.与...评理
reasonable	reasonable a.合理的;明理的;适当的
reasonably	reasonably ad.适度地;相当地
reasoning	reasoning n.推论;推理;论证
reasonless	reasonless a.无理性的;不明道理的;不合理的
reasons	reasons n.理由
reassemble	reassemble vt.重新召集 vi.重新集合
reassembly	reassembly n.重新组合
reassert	reassert vt.再断言;重复主张
reassertion	reassertion n.再主张
reassess	reassess vt.再评价;再摊派;再课税
reassign	reassign vt.再分配;再指定
reassignment	reassignment n.重新分配;重新定义
reassume	reassume vt.再采取;再接受;再假定
resumption	resumption n.取回;再接受;再假定
reassumption	reassumption n.取回;再接受;再假定
reassurance	reassurance n.安心;放心;再保证
reassure	reassure vt.使...安心;再保证
reassuring	reassuring a.安心的;可靠的;坚强的
reave	reave vt.vi.剥夺;抢走
reawaken	reawaken vi.再度觉醒
rebarbative	rebarbative a.厌烦的;令人讨厌的;难看的
rebate	rebate n.减少;折扣 vt.减少;打折扣 vi.给回扣;打折扣
rebel	rebel n.叛徒;反叛者 vi.造反;反抗;谋反;抵抗;反感 a.造反的;反抗的
rebelled	rebelled v.反叛;造反;vbl.反叛;造反
rebellion	rebellion n.谋反;叛乱;反抗
rebellious	rebellious a.造反的;反抗的;难控制的
rebels	rebels n.叛民
rebill	rebill vt.再付费给
rebind	rebind vt.重捆;重新装订
rebirth	rebirth n.再生;更新;新生
reboot	reboot n.重新启动
reborn	reborn a.再生的;更新的
rebound	rebound vi.弹回;复原;复兴;返回;报应 vt.使弹回;使返回 n.反弹;返回;弹回的球;振作;波动 a.重捆的;重新装订的
rebroadcast	rebroadcast vt.vi.转播;重播 n.转播;重播
rebuff	rebuff n.断然拒绝;严厉拒绝;漠不关心 vt.严厉拒绝
rebuild	rebuild vt.改建;重建;改造 vi.重建
rebuild file list	rebuild file list n.重建文件清单
rebuke	rebuke n.指责;谴责;非难 vt.斥责;指责;非难
rebuke for	rebuke for v.指责
rebus	rebus n.谜;画谜
rebut	rebut vi.反驳;举反证 vt.辩驳;反驳;揭露
rebutter	rebutter n.反驳者;第三次答辩;反证
rec	rec n.录制
recalcitrance	recalcitrance n.反抗;不服从;顽强
recalcitrant	recalcitrant a.反抗的;反对的;顽强的 n.反抗的人;顽强者
recalcitration	recalcitration n.反对;反抗;顽强
recalculate	recalculate vt.重新计算
recalculate before save	recalculate before save v.保存前重算
recalculation	recalculation n.重算
recall	recall n.回忆;召回;取消 vt.回想;回忆;召回;撤消;取消;恢复
recant	recant vt.宣布放弃 vi.放弃信仰;撤消声明;公开认错
recantation	recantation n.取消前言;改变论调
recap	recap vt.翻新胎面 n.翻新的轮胎
recapitalise	recapitalise vt.调整...的资本
recapitalize	recapitalize vt.调整...的资本
recapitulate	recapitulate vt.vi.重述要点;概括;摘要
recapitulation	recapitulation n.重述要点;概括;摘要
recapture	recapture n.取回;夺回 vt.拿回;夺回;再体验
recast	recast vt.重铸;重作;改造 n.重铸;改换角色
recede	recede vi.向后退;退却;退;收回;降低;减弱
receipt	receipt n.收据;收入;收到 vt.开...的收据
receivable	receivable a.可接受的;可信的 n.应收帐款
receive	receive vt.收到;接受;得到;接待;迎接;承受 vi.收到;会客
received	received a.被一般承认的;被认为标准的
receiver	receiver n.接收器;收款员;接待者
receiving	receiving n.收受;接受;收买赃物 a.接受的;收讯的
receiving antenna	receiving antenna n.接收天线
recency	recency n.崭新
recension	recension n.校订;修订;校订本
recent	recent a.最近的;近代的;最新的;近世的
recently	recently ad.最近
recently used file list	recently used file list n.最近使用文件清单
receptacle	receptacle n.容器;花托;插座
reception	reception n.接待;欢迎;接受;招待会;接收力
reception room	reception room n.接待室
receptive	receptive a.能接纳的
receptivity	receptivity n.感受性;接受能力
receptor	receptor n.受容器;感觉器官;摄取体
recess	recess n.休息;休会;放假;凹进处;深处;隐窝 vt.使凹进 vi.休假;休息
recessed	recessed adj.深底的
recession	recession n.后退;凹入的地方;不景气;归还
recessional	recessional a.牧师和合唱团退场时所唱的;议会休会的 n.退场的赞美歌
recessive	recessive a.退行的;逆行的;后退的;隐性的 n.隐性性状
rechannel	rechannel vt.使改道
recharge	recharge vt.再充电;再装填;再控告;再袭击 vi.再袭击 n.再袭击;再装填
rechargeable	rechargeable n.接充电
recharger	recharger n.充电器
recheck	recheck v.重新检查
rechristen	rechristen vt.再度命名;重新命名;改名
recidivism	recidivism n.累犯
recidivist	recidivist n.惯犯
recliner	recliner n.卧椅
reciner	reciner n.卧椅
recipe	recipe n.食谱;处方;秘诀
recipient	recipient a.领受的;容易接受的;感受性强的 n.领受者;容纳者;容器
recipients	recipients n.收件人
reciprocal	reciprocal a.互惠的;相互的;相应的;倒数的;彼此相反的 n.倒数;互相起作用的事物
reciprocate	reciprocate vt.互换;交换;报答;使往复运动 vi.往复运动;互换;酬答
reciprocation	reciprocation n.交互作用;交换;来往
reciprocator	reciprocator n.报答者;往复机构
reciprocity	reciprocity n.相互性;相互作用;互惠主义
recision	recision n.取消
recitable	recitable a.可吟诵的;适于吟诵的;可细说的
recital	recital n.背诵;吟诵;详述
recitation	recitation n.详述;吟诵;背诵诗
recitative	recitative a.吟诵的;背诵的;叙述的
recite	recite vt.vi.背诵;朗读;叙述
reciter	reciter n.背诵者;吟诵者;朗诵集
recivilise	recivilise vt.使恢复文明
recivilize	recivilize vt.使恢复文明
reck	reck vt.注意;和...相关 vi.有关系;介意
reckless	reckless a.不注意的;大意的;卤莽的;不顾后果的
reckon	reckon vt.计算;总计;估计;认为;猜想 vi.数;计算;估计;依赖;料想
reckoner	reckoner n.计算者;清算人;计算手册
reckoning	reckoning n.计算;算帐;清算
reclaim	reclaim vt.开垦;改造;感化;纠正;回收 vi.改造;感化
reclaimable	reclaimable a.可收回的;可教化的
reclaimer	reclaimer n.回收者
reclamation	reclamation n.矫正;驯养;教化
reclinate	reclinate a.向下弯曲的;下垂的
recline	recline vt.使斜靠 vi.靠在;斜倚;依赖
reclosing	reclosing n.复闭
reclothe	reclothe vt.使再穿着
recluse	recluse a.隐遁的;寂寞的 n.隐遁者;遁世者
reclusive	reclusive a.隐遁的;隐居的
recognition	recognition n.赞誉;认得;承认;认可;认识;重视
recognizable	recognizable a.可认识的;可承认的;可辨别的
recognizance	recognizance n.具结;保证书;保证金;保释金
recognise	recognise vt.认出;认可;承认;公认;赏识 vi.具结
recognize	recognize vt.认出;认可;承认;公认;赏识 vi.具结
recoil	recoil n.畏缩;后退;弹回;反作用;后座力 vi.退却;畏缩;弹回;撤退;反冲;报应
recoil from	recoil from v.后退;畏缩
recoin	recoin vt.重铸
recoinage	recoinage n.重铸;重铸货币
recollect	recollect vt.回忆;回想;忆起 vi.回忆
recollection	recollection n.记忆;回想;回忆
recolour	recolour vt.重新着色
recolor	recolor vt.重新着色
recombine	recombine vt.再结合;重组
recommence	recommence vt.vi.(使)重新开始
recommend	recommend vt.推荐;介绍;劝告;使受欢迎;托付
recommendation	recommendation n.推荐;介绍;推荐信;劝告
recommendatory	recommendatory a.推荐的;长处的;劝告的
recommended maximum size	recommended maximum size n.推荐容量
recommit	recommit vt.再委托;再犯
recommittal	recommittal n.再犯;再委托
recompense	recompense n.报偿;酬金;赔偿 vt.报偿;赔偿;报酬
recomplement	recomplement n.再求补;再补法
recompose	recompose vt.重组;修改;改编;使镇定
recomposition	recomposition n.改写;改编;重排
recon	recon n.reconnaissance的简缩字;侦察
reconcilable	reconcilable a.可和解的;可调和的;不矛盾的
reconcile	reconcile vt.使和解;调停;使和谐;使一致;使顺从;使听从
reconcile with	reconcile with v.与...和解
reconciliatory	reconciliatory a.和解的;调停的;调和的
